file,start,end,label,n_atoms,temperature_K,configuration
2L_octo_Cr2_v2_relax_maceMD_eval_5x5x1_T600K-naitve.xyz,270,320,mlff,2050,600.0,2L_octo_Cr2
2L_octo_Cr2_v2_relax_maceMD_eval_5x5x1_T600K-naitve.xyz,280,330,mlff,2050,600.0,2L_octo_Cr2
2L_octo_Cr2_v2_relax_maceMD_eval_5x5x1_T600K-naitve.xyz,290,340,mlff,2050,600.0,2L_octo_Cr2
2L_octo_Cr2_v2_relax_maceMD_eval_5x5x1_T600K-naitve.xyz,300,350,mlff,2050,600.0,2L_octo_Cr2
2L_octo_Cr2_v2_relax_maceMD_eval_5x5x1_T600K-naitve.xyz,310,360,mlff,2050,600.0,2L_octo_Cr2
2L_octo_Cr2_v2_relax_maceMD_eval_5x5x1_T600K-naitve.xyz,320,370,mlff,2050,600.0,2L_octo_Cr2
2L_octo_Cr2_v2_relax_maceMD_eval_5x5x1_T600K-naitve.xyz,330,380,mlff,2050,600.0,2L_octo_Cr2
2L_octo_Cr2_v2_relax_maceMD_eval_5x5x1_T600K-naitve.xyz,340,390,mlff,2050,600.0,2L_octo_Cr2
2L_octo_Cr2_v2_relax_maceMD_eval_5x5x1_T600K-naitve.xyz,350,400,mlff,2050,600.0,2L_octo_Cr2
mlff-neb_optm-Cr2_v2.xyz,0,50,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,10,60,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,20,70,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,30,80,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,40,90,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,50,100,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,60,110,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,70,120,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,80,130,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,90,140,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,100,150,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,110,160,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,120,170,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,130,180,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,140,190,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,150,200,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,160,210,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,170,220,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,180,230,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,190,240,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,200,250,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,210,260,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,220,270,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,230,280,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,240,290,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,250,300,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,260,310,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,270,320,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,280,330,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,290,340,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,300,350,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,310,360,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,320,370,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,330,380,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,340,390,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,350,400,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,360,410,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,370,420,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,380,430,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,390,440,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,400,450,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,410,460,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,420,470,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,430,480,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,440,490,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,450,500,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,460,510,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,470,520,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,480,530,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,490,540,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,500,550,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,510,560,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,520,570,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,530,580,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,540,590,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,550,600,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,560,610,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,570,620,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,580,630,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,590,640,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,600,650,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,610,660,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,620,670,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,630,680,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,640,690,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,650,700,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,660,710,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,670,720,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,680,730,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,690,740,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,700,750,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,710,760,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,720,770,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,730,780,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,740,790,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,750,800,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,760,810,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,770,820,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,780,830,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,790,840,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,800,850,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,810,860,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,820,870,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,830,880,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,840,890,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,850,900,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,860,910,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,870,920,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,880,930,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,890,940,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,900,950,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,910,960,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,920,970,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,930,980,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,940,990,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,950,1000,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,960,1010,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,970,1020,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,980,1030,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,990,1040,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1000,1050,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1010,1060,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1020,1070,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1030,1080,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1040,1090,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1050,1100,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1060,1110,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1070,1120,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1080,1130,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1090,1140,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1100,1150,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1110,1160,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1120,1170,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1130,1180,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1140,1190,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1150,1200,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1160,1210,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1170,1220,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1180,1230,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1190,1240,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1200,1250,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1210,1260,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1220,1270,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1230,1280,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1240,1290,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1250,1300,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1260,1310,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1270,1320,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1280,1330,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1290,1340,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1300,1350,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1310,1360,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1320,1370,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1330,1380,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1340,1390,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1350,1400,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1360,1410,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1370,1420,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1380,1430,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1390,1440,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1400,1450,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1410,1460,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1420,1470,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1430,1480,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1440,1490,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1450,1500,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1460,1510,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1470,1520,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1480,1530,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1490,1540,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1500,1550,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1510,1560,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1520,1570,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1530,1580,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1540,1590,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1550,1600,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1560,1610,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1570,1620,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1580,1630,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1590,1640,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1600,1650,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1610,1660,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1620,1670,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1630,1680,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1640,1690,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1650,1700,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1660,1710,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1670,1720,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1680,1730,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1690,1740,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1700,1750,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1710,1760,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1720,1770,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1730,1780,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1740,1790,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1750,1800,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1760,1810,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1770,1820,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1780,1830,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1790,1840,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1800,1850,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1810,1860,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1820,1870,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1830,1880,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1840,1890,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1850,1900,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1860,1910,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1870,1920,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1880,1930,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1890,1940,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1900,1950,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1910,1960,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1920,1970,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1930,1980,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1940,1990,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1950,2000,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1960,2010,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1970,2020,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1980,2030,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,1990,2040,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2000,2050,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2010,2060,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2020,2070,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2030,2080,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2040,2090,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2050,2100,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2060,2110,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2070,2120,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2080,2130,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2090,2140,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2100,2150,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2110,2160,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2120,2170,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2130,2180,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2140,2190,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2150,2200,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2160,2210,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2170,2220,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2180,2230,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2190,2240,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2200,2250,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2210,2260,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2220,2270,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2230,2280,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2240,2290,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2250,2300,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2260,2310,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2270,2320,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2280,2330,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2290,2340,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2300,2350,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2310,2360,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2320,2370,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2330,2380,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2340,2390,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2350,2400,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2360,2410,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2370,2420,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2380,2430,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2390,2440,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2400,2450,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2410,2460,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2420,2470,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2430,2480,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2440,2490,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2450,2500,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2460,2510,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2470,2520,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2480,2530,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2490,2540,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2500,2550,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2510,2560,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2520,2570,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2530,2580,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2540,2590,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2550,2600,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2560,2610,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2570,2620,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2580,2630,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2590,2640,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2600,2650,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2610,2660,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2620,2670,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2630,2680,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2640,2690,mlff,82,,MLFF-NEB
